ACLE1;DESAPRES;;;;;;;;CODESSFAMILLE;CODEFAMILLE;CODEVENTILVT;POIDS
910002;A1 Etude;22/05/2014 07:59:53;Disque de frein pour poulie motrice Ø3500 de treuil;;;;;;N;;;449
910004;A1 Etude;22/05/2014 07:59:55;Ensemble poulie motrice Ø3500 pour treuil de télépherique;;;;;;N;;;3210
812615;A1 A Vérifier;12/01/2016 15:18:35;Support Altiblock galet Ø550 montée à droite type 2;;;;;;N;601;4;2.4
811996;A1 Approuvé;10/02/2016 17:09:06;Altiblock galet Ø550 montée à droite type 2;;;;;;N;601;4;-
812626;A1 A Vérifier;24/07/2014 12:03:43;Tige d'ancrage M45 x 1500;;;;;;S;601;4;18608
812627;A1 Vérifié;25/07/2014 16:40:44;Rondelle d'ancrage Ø200;;;;;;S;601;4;5788
812637;A1 Approuvé;16/02/2015 12:16:29;Contre plaque de support EPI;;;;;;S;601;4;707
812628;A1 Vérifié;23/07/2014 18:09:24;Couronne d'ancrage supérieure 12 trous pour pylone Ø762;;;;;;N;601;4;30109
812629;A1 Vérifié;22/07/2014 19:08:03;1/3 Couronne d'ancrage inférieure 12 trous pour pylone Ø762;;;;;;N;601;4;7492
812631;A1 Vérifié;23/07/2014 18:10:49;Couronne d'ancrage supérieure 8 trous pour pylone Ø762;;;;;;N;601;4;30651
812632;A1 Vérifié;22/07/2014 19:03:32;1/2 Couronne d'ancrage inférieur 8 trous pour pylone Ø762;;;;;;N;601;4;11269
812634;A1 Vérifié;23/07/2014 18:11:30;Couronne d'ancrage supérieure 12 trous pour pylone Ø1016;;;;;;N;601;4;38857
812635;A1 Vérifié;22/07/2014 19:04:23;1/3 Couronne d'ancrage inférieure 12 trous pour pylone Ø1016;;;;;;N;601;4;9574
812630;A1 Vérifié;25/07/2014 14:13:53;Panier d'ancrage 12xM45 L1500 pour pylone Ø762;;;;;;N;601;4;406800
812633;A1 Vérifié;25/07/2014 14:15:21;Panier d'ancrage 8xM45 L1500 pour pylone Ø762;;;;;;N;601;4;289333
812636;A1 Vérifié;25/07/2014 14:15:55;Panier d'ancrage 12xM45 L1500 pour pylone Ø1016;;;;;;N;601;4;421796
812642;A1 Vérifié;25/07/2014 14:30:51;Kit fixation collerette de liaison 24 trous pour pylone Ø762;;;;;;N;601;4;145913
Axe principale ET108;A1 Etude;23/03/2016 12:27:32;;;;;;;N;;;15123
812610;A1 Etude;21/07/2014 15:48:27;Ens. Pince ET 108 Dopellmayr;;;;;;S;601;4;110
821292;A1 Etude;28/05/2014 15:34:08;Collier de sécurisation de potence tubulaire;;;;;;N;602;5;6.4
812684;A1 Approuvé;12/06/2014 08:40:22;Axe frein d'urgence verin 20T;;;;;;S;601;4;3531
812725;A1 Approuvé;13/06/2014 08:03:03;Vérin équilibreur pour cabine dos à dos 6 pl type 2;;;;;;N;601;4;1.4
812723;A1 Approuvé;23/06/2014 15:47:20;Axe de vérin d'équilibreur de cabine dos à dos 6 pl type 2;;;;;;N;601;4;294
812724;A1 Approuvé;23/06/2014 15:48:25;Chape d'axe d'équilibreur de cabine dos à dos 6 pl type 2;;;;;;N;601;4;442
812726;A1 Approuvé;23/06/2014 15:49:26;Bague intérieure;;;;;;N;601;4;15
812722;A1 Approuvé;23/06/2014 15:46:19;Corps de vérin d'équilibreur de cabine dos à dos 6 pl type 2;;;;;;N;601;4;543
812727;A1 Approuvé;17/06/2014 17:17:19;Ensemble 20 rondelles ressorts pour frein de poulie 20T type 2.;;;;;;N;601;4;3.6
812728;A1 Approuvé;17/06/2014 17:18:39;Ensemble 36 rondelles ressorts pour frein de poulie 30T type 2.;;;;;;N;601;4;11.2
812733;A1 Etude;12/06/2014 13:58:30;Marche protection de poulie Tête du Torraz;;;;;;N;601;4;10129
812515;A1 Approuvé;16/06/2014 15:50:28;Cale d'adaptation pour Altiblok type 1 débrayable;;;;;;N;601;4;584
812514;A4 Approuvé;10/02/2016 17:08:59;Détecteur Altiblok orientation 4 type 1;;;;;;N;601;4;-
812720;A1 Vérifié;23/07/2014 09:30:11;Kit GI monogalet 7+ type 1;;;;;;N;601;4;38355
812736;A1 Vérifié;23/07/2014 09:23:24;Kit fixation mono-galet 7+ type 1;;;;;;N;601;4;89238
812382;A2 Approuvé;20/10/2015 17:49:46;Altiblok pour balancier type 1, galet Ø425, débrayable, montée à gauche.;;;;;;N;601;4;-
812735;A2 Etude;23/03/2016 12:26:30;Etiquette adhésive orientation 1 pour Altiblock réf. 812344.;;;;;;N;601;4;3
Epure;A1 Approuvé;23/03/2016 12:26:31;Detecteur Altiblok orientation 1;;;;;;N;;;678
812737;A1 Approuvé;09/12/2015 11:40:59;Etiquette adhésive orientation 4 pour Altiblock réf. 812514.;;;;;;N;601;4;3
812738;A1 Etude;17/06/2014 17:19:15;Support tirage de pince;;;;;;N;601;4;49.88
812741;A1 Approuvé;01/07/2014 17:18:18;Support central d'outillage pour detecteur Altiblok 812344/812499;;;;;;N;601;4;272
812740;A1 Approuvé;01/07/2014 17:18:21;Outillage detecteur Altim 812344-812499;;;;;;N;601;4;1776
812742;A1 Vérifié;25/07/2014 14:31:17;Kit fixation potence sur colerette 24 trous pour pylone Ø762;;;;;;N;601;4;1027905
811916;A1 Approuvé;25/06/2014 13:06:39;Entretoise liaison garde-corps véhicule 4 places type 1;;;;;;N;601;4;20
811922;A1 Approuvé;25/06/2014 11:10:32;Amortisseur Caoutchouc véhicule 4 places type 1;;;;;;N;601;4;779.80
812385;A2 Approuvé;23/06/2014 14:05:02;Axe de garde-corps véhicule type 1;;;;;;S;601;4;32
812371;A1 Vérifié;19/06/2014 12:10:03;Vehicule de service pour TSF type 1;;;;;;S;601;4;209
812745;A2 Approuvé;15/07/2014 17:19:10;Axe principal 6S-8S Ø420 type 2;;;;;;S;601;4;10.1
812746;A3 Approuvé;23/02/2015 11:57:49;Axe B4 dans 4S-6S-8S Ø420 type 2;;;;;;S;601;4;12.9
812751;A2 Approuvé;15/07/2014 17:17:44;Axe principal Balancier 6C-8C Ø420 dans potence type 2;;;;;;S;601;4;23.5
812748;A1 Approuvé;30/06/2014 15:03:58;Plaque d'appui arrière pince;;;;;;N;601;4;17393
812752;A2 Etude;12/01/2016 11:35:39;Etiquette adhésive orientation 2 pour Altiblock réf. 812499.;;;;;;N;601;4;3
812753;A1 Approuvé;08/01/2015 17:18:56;Balancier 8C Ø420 sur potence type 2;;;;;;S;601;4;-
812755;A1 Approuvé;23/12/2014 12:16:19;Balancier 6S Ø420 étrier type 2;;;;;;S;601;4;-
812756;A1 Approuvé;23/12/2014 12:05:30;Balancier 8S Ø420 étrier type 2;;;;;;S;601;4;-
812719;A1 Etude;23/07/2014 09:45:55;Monogalet 7+ type 1;;;;;;N;601;4;15860
812569;A1 Etude;23/07/2014 17:55:06;Kit fixation passerelle de balancier 6S;;;;;;N;601;4;1241408
812759;A1 Approuvé;04/09/2014 11:05:31;Support central d'outillage pour détecteur Altiblok 812514/812757;;;;;;N;601;4;272
812760;A1 Approuvé;03/07/2014 09:35:35;Axe court bascule;;;;;;N;601;4;932
812761;A1 Approuvé;03/07/2014 09:36:24;Axe long bascule;;;;;;N;601;4;987
812749;A1 Approuvé;03/07/2014 09:38:23;Plaque support vérin;;;;;;N;601;4;1684
812765;A1 Etude;04/07/2014 09:25:48;Etrier pour tube carré x150;;;;;;N;601;4;822
821299;A2 Approuvé;04/11/2014 17:19:27;Chape double;;;;;;N;602;5;224
812374;A1 Approuvé;10/07/2014 14:37:33;Gabarit réglage boitier Altim avec barrette cassante;;;;;;N;601;4;173
Epure soudure;A1 Etude;23/03/2016 12:27:32;Plan de soudure B2;;;;;;N;;;64893
812767;A3 A Vérifier;23/02/2015 11:27:43;Axe B2 dans B6 6S Ø420 type 2;;;;;;S;601;4;6.1
812750;A1 Etude;09/07/2014 16:27:08;Adaptateur attaches Type 7;;;;;;N;601;4;11206
812771;A1 A Vérifier;24/07/2014 12:08:16;Vis tête H épaulée M16 Ø18 L130;;;;;;N;601;4;295
812772;A1 Vérifié;25/07/2014 16:39:33;Vis spéciale H M42x400;;;;;;N;601;4;5511
812383;A2 Approuvé;10/02/2016 17:08:56;Altiblock galet Ø425, débrayable, montée à droite type 1;;;;;;N;601;4;-
812683;A1 Vérifié;24/07/2014 09:29:55;Kit GI fixation frein de poulie 7+ type 1;;;;;;N;601;4;380881
812773;A1 Etude;15/07/2014 10:58:06;;;;;;;Std;601;4;
810334;A2 Approuvé;17/11/2014 10:29:50;Flasque B2 dans B4 balancier Ø420 deb. type 2;;;;;;S;601;4;8913
812673;A1 Etude;21/07/2014 13:47:22;Frein de poulie;;;;;;N;601;4;180694
821298;A1 Etude;15/07/2014 16:44:05;Mors mobile pince TK fixe;;;;;;N;602;5;804
821297;A1 Etude;15/07/2014 16:44:06;Mors fixe pince TK fixe;;;;;;N;602;5;969
812747;A3 Approuvé;17/11/2014 11:21:17;Flasque B2 dans B6 balancier Ø420 deb. type 2;;;;;;S;601;4;8945
812477;A2 Etude;03/09/2015 17:28:37;Etiquette adhésive pour détecteur Altim réf. 812757;;;;;;N;601;4;3
812757;A3 Approuvé;10/02/2016 17:08:54;Détecteur Altiblock orientation 5 type 1;;;;;;N;601;4;-
821300;A1 Approuvé;17/07/2014 17:05:00;Tube extérieur pour canne L2500 type 2 (17,5);;;;;;N;602;5;1.4
812754;A2 Approuvé;13/04/2015 18:41:34;Balancier 4S Ø420 étrier type 2;;;;;;S;601;4;-
812758;A1 Approuvé;04/09/2014 11:05:34;Outillage detecteur Altim 812514-812757;;;;;;N;601;4;1776
812781;A1 Approuvé;23/03/2016 12:27:29;Axe tirage de pince;;;;;;N;601;4;3439
812780;A1 Etude;17/09/2014 09:37:42;Reprise support monogalet Type 2;;;;;;N;601;4;87474
812783;A1 Approuvé;23/03/2016 12:27:30;Butée tirage type 4 A108.C;;;;;;N;601;4;1494
812785;A1 Approuvé;23/03/2016 12:27:27;Butée tirage type 6 LA 48-95;;;;;;N;601;4;1039
812786;A1 Approuvé;23/03/2016 12:27:28;Butée tirage type 7 AK 4.1;;;;;;N;601;4;864
812787;A1 Approuvé;23/03/2016 12:27:28;Support capteur pour butées tirage;;;;;;N;601;4;326
812789;A1 Approuvé;23/03/2016 12:27:30;Mandrin tirage de pinces;;;;;;N;601;4;4484
Vues ensemble tirage de pince;A1 Etude;23/03/2016 12:27:31;;;;;;;N;;;17089
812788;A1 Approuvé;23/03/2016 12:27:31;Ensemble tirage de pince;;;;;;N;601;4;18303
812764;A1 Etude;29/07/2014 16:50:33;Pince TK fixe Altim spécial pour plaine joux ;;;;;;N;601;4;1938
821304;A1 Etude;30/07/2014 16:10:02;Pylone TK Ø508 h6420 entraxe ancrage 500;;;;;;S;602;5;856
812801;A1 Approuvé;10/02/2016 17:09:07;Etiquette adhésive pour détecteur Altim réf. 812608;;;;;;N;601;4;3
812805;A2 Approuvé;02/10/2014 14:28:28;Bride de pinces pour banc ;;;;;;N;601;4;16572
812809;A1 Approuvé;18/08/2014 14:12:13;Garniture mors fixe type 6 LA 48-95;;;;;;N;601;4;422
810436;A1 Etude;23/03/2016 12:31:11;Bandage caoutchouc;;;;;;S;601;4;46520
812812;A1 Approuvé;18/08/2014 14:12:02;Garniture mors mobile type 6 LA 48-95;;;;;;N;601;4;337
812806;A1 Approuvé;18/08/2014 14:13:11;Support mors mobile  pour bride pince;;;;;;N;601;4;2278
812807;A1 Approuvé;18/08/2014 14:12:52;Axe pour mors de serrage;;;;;;N;601;4;353
812804;A1 Approuvé;18/08/2014 14:37:42;Ensemble système de bridage pour pince débrayable;;;;;;N;601;4;24
812821;A1 Approuvé;18/08/2014 14:33:08;Rail avant pour pince type 7 AK4.1;;;;;;N;601;4;5949
812814;A4 Approuvé;18/08/2014 14:33:06;Bascule banc d'essai;;;;;;N;601;4;17.8
821303;A1 Approuvé;13/08/2014 14:35:50;Anneau de suspente Ø4 double spires;;;;;;N;602;5;
812810;A2 Approuvé;02/10/2014 14:28:30;Garniture mors fixe type 7 AK4.1;;;;;;N;601;4;346
812813;A1 Approuvé;18/08/2014 14:33:01;Garniture mors mobile type 7 AK4.1;;;;;;N;601;4;462
812794;A1 Approuvé;18/08/2014 14:41:18;Ensemble bascule pour pinces type 4, 6 et 7;;;;;;N;601;4;49864
812808;A1 Approuvé;18/08/2014 14:32:56;Garniture mors fixe type 4 A108C;;;;;;N;601;4;293
812811;A1 Approuvé;18/08/2014 14:32:59;Garniture mors mobile type 4 A108C;;;;;;N;601;4;335
812825;A1 Approuvé;01/09/2014 16:29:15;Ensemble plot de décâblage pour TS;;;;;;N;601;4;3934509
812826;A1 Etude;05/09/2014 12:45:40;Ensemble ferraillage pour plot de décâblage;;;;;;N;601;4;111309
812829;A3 Approuvé;09/09/2014 12:15:05;Ensemble massif gare Alpha 210;;;;;;N;601;4;108912
812827;A4 Approuvé;09/09/2014 12:15:02;Ensemble ferraillage pour massif de gare Alpha 210;;;;;;N;601;4;5349
821305;A1 Etude;15/10/2014 17:17:20;Support de glissière pour gare J type 2.;;;;;;N;602;5;181806
812830;A2 Approuvé;09/09/2014 12:15:07;Implantation massif de gare Alpha TSF4 du Carrousel;;;;;;N;601;4;3687300104
821306;A1 Approuvé;28/10/2014 08:28:11;Adaptation poulie Ø800 sur gare.;;;;;;N;602;5;150531
812834;A1 Approuvé;01/09/2014 16:28:53;Ensemble massif P1 Carrousel;;;;;;N;601;4;27020
812833;A3 Approuvé;15/09/2014 17:32:20;Ensemble ferraillage pour massif P1;;;;;;N;601;4;1000
821314;A1 Etude;18/09/2014 11:18:58;Ens.Poulie retour Ø3500 MAG type 2;;;;;;N;602;5;354847
G2-Chassis;A1 Etude;23/03/2016 12:27:27;Libre;;;;;;N;;;295579
821320;A1 Approuvé;27/10/2014 17:31:38;Ens. guidage LSP Ø3500 type 2.;;;;;;N;602;5;-
821318;A1 Approuvé;16/09/2014 16:30:25;Antidérailleur inf. poulie retour Ø3500 type 2.;;;;;;N;602;5;64.9
821315;A1 Approuvé;16/09/2014 16:30:27;Demi-antidérailleur inf. 7 branches Ø3500 type 2.;;;;;;N;602;5;26.2
812831;A1 Approuvé;04/09/2014 11:07:44;Axe de vérin de tension type 1 tripode;;;;;;S;601;4;10741
821319;A1 Approuvé;16/09/2014 16:30:23;Contre-plaque de support Ø3500;;;;;;N;602;5;749
821317;A1 Approuvé;16/09/2014 16:30:28;Demi-antidérailleur inf. 6 branches Ø3500 type 2.;;;;;;N;602;5;24.4
812840;A3 Etude;26/11/2015 09:42:31;Vis système de tension M27;;;;;;S;601;4;2.1
812838;A2 Approuvé;25/09/2014 12:11:29;Axe 2 de B2C dans S-C (2C-4S-2C) Ø330 Ø420 type 2;;;;;;S;601;4;10147
812839;A2 Approuvé;15/09/2014 16:58:26;Axe B4S dans S-C ( 2C-4S-2C) Ø330Ø420 type 2;;;;;;S;601;4;12925
812841;A2 Approuvé;15/09/2014 16:58:44;Axe bras B2S dans S-C ( 2S-6C-2S) Ø330 Ø420 type 2;;;;;;S;601;4;2336
812842;A2 Approuvé;15/09/2014 16:58:59;Axe B2S dans S-C ( 2S-6C-2S) Ø330Ø420 type 2;;;;;;S;601;4;4204
812843;A3 Approuvé;15/09/2014 16:59:14;Axe  B6C dans S-C ( 2S-6C-2S) Ø330 Ø420 type 2;;;;;;S;601;4;14084
812844;A1 Approuvé;09/09/2014 08:37:14;Fourreau B4C Ø60x203 pour balancier Ø330 Ø420 type 2;;;;;;S;601;4;3745
812845;A1 Approuvé;09/09/2014 09:27:38;Etrier M12 Ø105 h160;;;;;;N;601;4;325
910014;A1 Approuvé;09/09/2014 12:14:58;Crochet HA30 pour décâblage TS;;;;;;N;;;14743
812816;A1 Approuvé;10/09/2014 18:01:17;Plaque de liaison verin;;;;;;N;601;4;5191
812817;A1 Approuvé;10/09/2014 18:01:14;support outillage;;;;;;N;601;4;4798
812820;A1 Approuvé;10/09/2014 18:01:18;Axe outillage Garaventa;;;;;;N;601;4;292
812818;A2 Approuvé;15/09/2014 14:04:09;Bielle;;;;;;N;601;4;1325
812819;A2 Approuvé;03/11/2014 19:03:39;Pièce de liaison pince;;;;;;N;601;4;471
812846;A1 Vérifié;10/09/2014 09:19:13;Schema de positionnement des jauges de contraintes;;;;;;N;601;4;8916
Section glissière de guidage;A1 Etude;23/03/2016 12:27:27;Section glissière de guidage;;;;;;N;;;-
812815;A1 Approuvé;10/09/2014 18:01:19;Adaptateur Garaventa;;;;;;N;601;4;14261
821326;A1 Approuvé;19/09/2014 11:31:18;Bras de retenu de cables;;;;;;N;602;5;32.3
812847;A1 Approuvé;11/09/2014 09:02:30;Bague extérieure Ø60 avec méplat;;;;;;N;601;4;435
812848;A1 Approuvé;11/09/2014 11:21:44;Téton d'appui Lg110mm M39 pas fin;;;;;;N;601;4;1569
812849;A1 Approuvé;11/09/2014 11:20:16;Axe de balancier Ø330Ø420 16C sous portique;;;;;;S;601;4;22336
812850;A2 Approuvé;11/03/2015 09:13:31;Plaquette frein d'écrou M14-120;;;;;;N;601;4;28.4
602040;A2 Approuvé;20/04/2016 16:45:53;Glissière de guidage LSP type 1 et 2.;;;;;;N;602;5;24.0
821324;A1 Approuvé;19/09/2014 11:27:32;Support de tube de guidage LSP.;;;;;;N;602;5;12.8
602044;A2 Approuvé;23/03/2016 10:49:55;Plaque de guidage LSP type 1 et 2.;;;;;;N;602;5;183
821323;A1 Approuvé;19/09/2014 15:53:35;Demi-tube support de guidage LSP type 2.;;;;;;N;602;5;29.7
812795;A2 Etude;13/01/2016 09:44:33;Etiquette adhésive pour détecteur Altim réf. 812485;;;;;;N;601;4;3
812851;A1 Approuvé;01/03/2016 18:05:48;Epure ALTIBLOK type 2 galet Ø 450 large double ligne de sécurité;;;;;;N;601;4;70857
821311;A1 Approuvé;25/09/2014 15:58:12;Support de guide;;;;;;N;602;5;4.0
821329;A1 Approuvé;25/09/2014 15:58:35;Rond de retenu.;;;;;;N;602;5;1.3
821330;A1 Approuvé;25/09/2014 15:59:13;Rond d'appui;;;;;;N;602;5;1.0
821307;A1 Approuvé;21/10/2014 12:33:42;Reprise console;;;;;;N;602;5;47.4
821334;A1 Approuvé;17/09/2014 11:46:27;Tube ext. avec patte L650;;;;;;N;602;5;2.2
821325;A1 Approuvé;19/09/2014 11:29:03;Contre-plaque de bras;;;;;;N;602;5;4.0
821335;A1 Approuvé;17/09/2014 11:45:12;Tube int. à patte pliée L650;;;;;;N;602;5;1.8
821333;A1 Approuvé;17/09/2014 11:21:17;Canne téléscopique L1320 pour guide écarteur;;;;;;N;602;5;4.1
812852;A1 Approuvé;17/11/2014 14:57:28;Extension garde corps pour escalier gare ALPHA;;;;;;N;601;4;10184
821332;A1 Approuvé;25/09/2014 15:57:19;Plaque supérieure;;;;;;N;602;5;4.2
821331;A1 Approuvé;25/09/2014 15:44:28;Semelle inférieure;;;;;;N;602;5;6.5
821339;A1 Approuvé;28/10/2014 08:28:07;Tige filetée M20x270;;;;;;N;602;5;660
821312;A1 Approuvé;25/09/2014 15:35:49;Noix de déplacement;;;;;;N;602;5;1.6
821313;A1 Etude;19/09/2014 12:26:14;Plaquette frein d'écrou M20;;;;;;N;602;5;24
821341;A1 Approuvé;09/10/2014 16:39:51;Support guide entrée poulie;;;;;;N;602;5;6640
821342;A1 Approuvé;09/10/2014 16:59:38;Guide entrée poulie;;;;;;N;602;5;4335
821340;A1 Approuvé;09/10/2014 16:40:24;Ensemble guide entrée poulie gare H type 2;;;;;;N;602;5;11151
821346;A1 Approuvé;03/11/2014 15:31:44;Garde-corps droit;;;;;;N;602;5;25.4
821347;A1 Approuvé;21/10/2014 12:04:05;Caillebotis de 420x1120;;;;;;N;602;5;7.0
812853;A2 Approuvé;30/09/2014 15:09:13;Bague Ø70xØ80x17;;;;;;N;601;4;178
821344;A1 Approuvé;27/11/2014 08:59:24;Passerelle de gare amont;;;;;;N;602;5;89
821345;A1 Approuvé;03/11/2014 15:31:12;Soutien long de passerelle;;;;;;N;602;5;3.3
821349;A1 Approuvé;27/11/2014 08:59:21;Tige fileté M14x330;;;;;;N;602;5;396
821348;A1 Approuvé;03/11/2014 15:32:11;Renfort de passerelle;;;;;;N;602;5;2.1
812854;A1 Approuvé;26/09/2014 11:44:09;Barrette assise 3-4 places type 2 (entraxe 240);;;;;;N;601;4;48
812855;A3 Approuvé;16/04/2015 17:30:01;Equerre assise 3-4 places type 2;;;;;;N;601;4;73
821350;A2 Approuvé;26/11/2014 14:33:45;Détection déraillement cable poulie retour Ø3000 par fil de sécurité type 3.;;;;;;N;602;5;-
812177_3;A1 Approuvé;30/09/2014 14:26:39;Fixation vérin bascule;;;;;;N;601;4;725
812857;A1 Etude;21/10/2014 09:23:34;Poutre de décablage;;;;;;S;601;4;138
812858;A1 Approuvé;30/09/2014 14:26:37;Rail avant pour pince type 6 LA48-95;;;;;;N;601;4;4626
812859;A1 Approuvé;30/09/2014 14:26:33;Rail avant pour pince type 4 A108C;;;;;;N;601;4;4739
812860;A1 Approuvé;01/10/2014 11:11:30;Support regle test pince;;;;;;N;601;4;689
812861;A1 Approuvé;01/10/2014 11:11:28;Afficheur mesure pince;;;;;;N;601;4;98
812862;A1 Approuvé;01/10/2014 11:11:26;Règle graduée;;;;;;N;601;4;179
812178_1;A1 Etude;25/11/2014 17:18:55;Banc d'essai d'attaches débrayables;;;;;;N;601;4;1987523
821351;A1 Approuvé;16/10/2014 10:03:56;Bras transversal sur carré de 100;;;;;;N;602;5;8.6
821357;A1 Approuvé;16/10/2014 10:08:19;Contre-plaque pour carré de 100;;;;;;N;602;5;1.4
821352;A1 Approuvé;16/10/2014 09:56:38;Bras longitudinal sur carré de 70;;;;;;N;602;5;20.5
821353;A1 Approuvé;16/10/2014 09:46:57;Contre-plaque pour carré de 70;;;;;;N;602;5;0.9
821356;A1 Approuvé;16/10/2014 09:23:41;Double contre-plaque;;;;;;N;602;5;2.4
821358;A1 Approuvé;16/10/2014 09:31:17;Contre-plaque pour carré de 50;;;;;;N;602;5;0.9
821354;A1 Approuvé;16/10/2014 09:43:13;Bras support PR ;;;;;;N;602;5;4.0
812805_1;A2 Etude;02/10/2014 14:09:04;Bride de pinces pour banc ;;;;;;N;601;4;16572
821359;A1 Approuvé;15/10/2014 19:12:59;Cornière de fixation;;;;;;N;602;5;851
821360;A1 Approuvé;15/10/2014 19:19:18;Guide écarteur sous détection déraillement;;;;;;N;602;5;9.4
910068;A1 Etude;09/10/2014 11:32:21;Sécurisation parties tournantes;;;;;;Normal;;;
910064;A1 Approuvé;16/10/2014 14:28:31;Contre plaque pour support moteur;;;;;;N;;;1033
910063;A1 Approuvé;16/10/2014 13:50:45;Plaque charnière pour support moteur;;;;;;N;;;1411
910066;A1 Approuvé;16/10/2014 14:29:10;Axe charniere;;;;;;N;;;629
910065;A1 Approuvé;16/10/2014 14:49:16;Plaque support moteur;;;;;;N;;;5115
910067;A1 Etude;16/10/2014 14:29:32;Bride support tige de réglage;;;;;;N;;;1349.0
821362;A1 Approuvé;10/10/2014 14:53:42;Etrier M14-139-H195;;;;;;N;602;5;548
821361;A1 Approuvé;17/12/2014 11:32:50;Détection déraillement cable poulie retour Ø3000 nouv. géné. par fil de sécurité type 3.;;;;;;N;602;5;-
910062;A1 Approuvé;12/01/2015 17:13:04;Sécurisation Catex;;;;;;N;;;339329
910069;A1 Approuvé;22/10/2014 18:03:01;Bague de maintien de la poulie;;;;;;N;;;442
812863;A1 Approuvé;21/10/2014 12:38:41;Pièces laiton téléphérique VAUJANY;;;;;;N;601;4;776
821365;A1 Approuvé;15/12/2014 17:16:20;Capotage de glissière H type 2;;;;;;N;602;5;78
812864;A2 Approuvé;04/12/2014 16:50:06;Tôle d'assise de banquette 3 places ancienne génération type 2.;;;;;;N;601;4;8.5
821370;A2 Approuvé;30/10/2014 09:12:25;Axe de tension Ø60 filetage M36;;;;;;S;602;5;6297
821371;A1 Etude;10/12/2014 11:10:48;Etrier M8-58-H130;;;;;;N;602;5;112
821373;A1 Vérifié;19/11/2014 08:47:01;Tube Ø42,4 ép2,9 L1200 pour guidage de téléski.;;;;;;N;602;5;4.0
821374;A1 Vérifié;19/11/2014 08:47:49;Tube fixation SP2A;;;;;;N;602;5;3.7
821375;A1 Approuvé;29/10/2014 10:44:03;Numéro de pylône adhésif blanc sur fond bleu 365 x 210 mm;;;;;;N;602;5;585
812746_reprise;A3 Approuvé;29/10/2014 09:21:29;Reprise axe B4 dans B8 6S-8S Ø420 type 2;;;;;;S;601;4;13.5
812872;A1 Approuvé;17/11/2014 12:39:54;Cale ep1 pour axe B2 balancier 6S Ø420 type 2;;;;;;N;601;4;11
812873;A1 Approuvé;17/11/2014 11:04:33;Cale ep1 pour axe B4 balancier 4S-6S-8S Ø420 type 2;;;;;;N;601;4;24
821376;A1 Vérifié;10/12/2014 09:52:07;Réglette;;;;;;N;602;5;1.4
812874;A1 Approuvé;17/11/2014 12:39:55;Cale ep2 pour axe B2 balancier 6S Ø420 type 2;;;;;;N;601;4;22
812875;A1 Approuvé;17/11/2014 11:02:04;Cale ep2 pour axe B4 balancier 4S-6S-8S Ø420 type 2;;;;;;N;601;4;47
812876;A1 Approuvé;29/10/2014 09:15:48;Cale pour étrier M12;;;;;;N;601;4;34
Section glissière de guidage Ø42x3;A1 Etude;23/03/2016 12:27:26;Section glissière de guidage;;;;;;N;;;-
812878;A1 Etude;29/10/2014 11:13:07;Kit de fixation de coffret éléctrique;;;;;;N;601;4;16493
812877;A1 Etude;29/10/2014 11:04:03;Bride de fixation de coffret éléctrique;;;;;;N;601;4;1345
812879;A1 Etude;29/10/2014 11:09:06;Tige filetée M8 lg : 180mm Cl 8.8;;;;;;N;601;4;70
812880;A2 Approuvé;23/03/2016 12:26:35;Plaquette frein d'écrou pliée M30;;;;;;N;601;4;86
Passerelle 16m_V2;A1 Etude;23/03/2016 12:27:25;;;;;;;N;;;8112641
Passerelle 16m_V2v3;A1 Etude;23/03/2016 12:27:25;;;;;;;N;;;7177700
812882;A1 Approuvé;03/11/2014 19:03:39;Ecrou épaulé;;;;;;N;601;4;276
800053;A1 Etude;03/11/2014 13:57:07;Tube Ø30 coudé;;;;;;N;700;R;216
812881;A2 Approuvé;03/11/2014 19:03:36;Plaque de liaison;;;;;;N;601;4;1409
